	named_entities	type
8293	 Decreto no 9.668	test
8294	 Decreto no 9.662	test
8295	 Lei no 13.898	train
8296	 Decreto no 9.745	train
8297	 Decreto no 8.489	train
8298	 Lei no 8.181	train
8299	 Decreto no 9.678	train
8300	 Lei no 6.634	train
8301	 Lei no 10.304	train
8302	 Decreto no 9.745	train
8303	Lei Complementar no 101	train
8304	 Lei no 11.508	test
8305	 Decreto no 9.681	test
8306	 Decreto no 6.306	train
8307	 Decreto no 9.662	train
8308	 Decreto no 9.982	train
8309	 Lei no 13.979	train
8310	 Decreto no 9.739	train
8311	 Decreto no 10.249	train
8312	 Lei no 5.143	train
8313	 Lei no 5.143	train
8314	 Lei no 13.146	train
8315	 Decreto no 8.874	test
8316	 Lei no 12.305	test
8317	 Lei no 13.982	train
8318	 Decreto no 10.316	train
8319	 Decreto no 10.366	train
8320	 Decreto no 9.678	train
8321	 Decreto no 10.372	train
8322	 Decreto no 5.371	train
8323	 Decreto no 10.046	train
8324	 Decreto no 10.277	train
8325	 Decreto no 52.795	train
8326	 Decreto no 5.371	train
8327	 Decreto no 5.820	train
8328	 Decreto no 8.139	train
8329	 Decreto no 9.942	train
8330	Decreto Legislativo no 6	train
8331	Decreto Legislativo no 6	test
8332	 Decreto no 10.195	test
8333	 Lei no 13.993	train
8334	 Lei no 9.440	train
8335	 Decreto no 10.154	train
8336	 Decreto no 9.675	train
8337	 Decreto no 3.048	train
8338	 Lei no 13.874	train
8339	 Lei no 13.848	train
8340	 Lei no 13.982	train
8341	 Decreto no 10.316	train
8342	 Lei no 13.979	train
8343	 Decreto no 6.306	test
8344	 Lei no 13.982	test
8345	 Lei no 14.020	train
8346	 Lei no 9.984	train
8347	 Lei no 10.768	train
8348	 Lei no 11.107	train
8349	 Lei no 11.445	train
8350	 Lei no 12.305	train
8351	 Lei no 13.089	train
8352	 Lei no 13.529	train
8353	 Decreto no 2.661	train
8354	 Lei no 13.476	train
8355	 Lei no 13.097	train
8356	 Lei no 6.015	train
8357	Emenda Constitucional no 106	train
8358	 Decreto no 9.678	train
8359	 Decreto no 10.357	train
8360	 Lei no 5.768	train
8361	 Decreto no 7.082	train
8362	 Decreto no 8.587	train
8363	 Decreto no 9.884	test
8364	 Decreto no 10.382	test
8365	 Decreto no 10.139	train
8366	 Decreto no 9.215	train
8367	 Lei no 13.979	train
8368	 Lei no 12.865	train
8369	 Lei no 12.249	train
8370	 Decreto no 10.249	train
8371	 Lei no 13.499	train
8372	 Lei no 14.034	train
8373	 Lei no 14.017	train
8374	Decreto Legislativo no 6	train
8375	 Lei no 9.440	train
8376	 Lei no 9.491	train
8377	 Decreto no 2.594	train
8378	 Decreto no 10.263	train
8379	 Decreto no 2.594	train
8380	 Decreto no 9.980	test
8381	 Decreto no 10.357	test
8382	 Lei no 8.906	train
8383	Decreto-Lei no 9.295	train
8384	 Lei no 14.017	train
8385	Decreto Legislativo no 6	train
8386	 Lei no 11.947	train
8387	Decreto Legislativo no 6	train
8388	Decreto Legislativo no 6	train
8389	 Lei no 1.283	train
8390	 Lei no 7.889	train
8391	 Decreto no 9.013	train
8392	 Lei no 13.594	train
8393	 Lei no 8.685	train
8394	Medida Provisória no 2.228	train
8395	 Lei no 13.999	train
8396	 Lei no 12.087	train
8397	Decreto Legislativo no 6	train
8398	 Lei no 6.567	train
8399	 Lei no 9.613	test
8400	Lei Complementar no 101	test
8401	 Lei no 13.982	train
8402	 Lei no 11.664	train
8403	 Lei no 9.427	train
8404	 Lei no 13.203	train
8405	 Lei no 11.909	train
8406	 Lei no 12.351	train
8407	 Lei no 12.783	train
8408	Lei Complementar no 116	train
8409	 Lei no 9.264	train
8410	Decreto-Lei no 2.398	train
8411	 Lei no 13.979	train
8412	Decreto Legislativo no 6	train
8413	 Lei no 14.020	test
8414	 Lei no 11.945	test
8415	 Lei no 13.979	train
8416	Decreto Legislativo no 6	train
8417	 Lei no 9.096	train
8418	 Lei no 5.991	train
8419	Medida Provisória no 2.200	train
8420	 Decreto no 8.573	train
8421	 Decreto no 6.514	train
8422	 Lei no 6.189	train
8423	 Lei no 12.764	train
8424	 Lei no 9.265	train
8425	Lei Complementar no 95	train
8426	 Lei no 7.797	train
8427	 Lei no 12.852	test
8428	 Decreto no 9.306	test
8429	 Lei no 13.460	test
8430	 Decreto no 9.492	test
8431	 Lei no 13.874	train
8432	 Decreto no 7.579	train
8433	 Decreto no 4.703	train
8434	 Decreto no 10.211	train
8435	 Lei no 12.305	train
8436	 Decreto no 9.177	train
8437	 Lei no 13.808	train
8438	 Lei no 13.808	train
8439	 Lei no 13.808	train
8440	 Lei no 13.808	test
8441	 Lei no 13.808	test
8442	 Decreto no 10.251	train
8443	 Decreto no 10.252	train
8444	 Decreto no 5.163	train
8445	 Decreto no 9.764	train
8446	 Decreto no 10.072	train
8447	 Decreto no 9.745	train
8448	 Decreto no 10.186	train
8449	 Decreto no 5.751	train
8450	 Lei no 11.947	train
8451	Decreto Legislativo no 6	train
8452	Decreto Legislativo no 6	test
8453	 Lei no 13.979	test
8454	 Decreto no 10.282	test
8455	 Lei no 13.475	train
8456	 Lei no 13.979	train
8457	 Decreto no 10.282	train
8458	Lei Complementar no 95	train
8459	 Decreto no 93.206	train
8460	 Decreto no 10.386	train
8461	 Lei no 13.979	train
8462	 Decreto no 10.341	train
8463	 Lei no 13.844	train
8464	 Decreto no 9.660	train
8465	 Lei no 13.979	test
8466	Medida Provisória no 979	test
8467	Decreto-Lei no 667	test
8468	 Lei no 1.283	train
8469	 Decreto no 9.013	train
8470	 Decreto no 9.191	train
8471	 Lei no 8.080	train
8472	 Lei no 13.979	train
8473	 Lei no 13.979	train
8474	 Decreto no 10.341	train
8475	 Lei no 10.260	train
8476	Decreto Legislativo no 6	train
8477	 Decreto no 9.660	train
8478	 Decreto no 10.359	train
8479	 Decreto no 10.239	test
8480	 Decreto no 10.117	test
8481	 Decreto no 5.417	train
8482	 Lei no 14.020	train
8483	 Lei no 13.954	train
8484	Lei Complementar no 95	train
8485	 Decreto no 9.858	train
8486	 Decreto no 8.867	train
8487	 Decreto no 9.795	train
8488	 Lei no 13.116	train
8489	 Lei no 9.991	test
8490	 Lei no 5.655	test
8491	 Lei no 9.427	test
8492	 Lei no 10.438	test
8493	 Lei no 10.848	test
8494	 Lei no 12.111	test
8495	 Lei no 12.783	test
8496	Decreto-Lei no 1.383	test
8497	 Lei no 13.979	test
8498	 Lei no 6.088	train
8499	 Decreto no 10.463	train
8500	 Decreto no 9.794	train
8501	 Lei no 7.689	train
8502	 Lei no 8.212	train
8503	Decreto Legislativo no 6	train
8504	 Decreto no 10.316	train
8505	Medida Provisória no 1.000	train
8506	 Lei no 14.017	train
8507	Decreto Legislativo no 6	train
8508	 Decreto no 10.464	train
8509	 Decreto no 3.048	train
8510	 Lei no 13.992	train
8511	 Lei no 9.605	test
8512	 Decreto no 10.249	test
8513	 Decreto no 9.906	train
8514	 Lei no 12.334	train
8515	 Lei no 7.797	train
8516	 Lei no 9.433	train
8517	Decreto-Lei no 227	train
8518	 Decreto no 10.285	train
8519	 Decreto no 10.302	train
8520	 Decreto no 10.318	train
8521	 Decreto no 10.352	train
8522	 Lei no 8.112	train
8523	 Decreto no 9.991	train
8524	 Decreto no 76.590	train
8525	 Decreto no 98.996	train
8526	 Decreto no 99.255	train
8527	 Decreto no 89.121	train
8528	 Decreto no 91.438	train
8529	 Decreto no 91.783	train
8530	 Decreto no 97.464	train
8531	 Decreto no 9.853	train
8532	 Decreto no 9.662	train
8533	Decreto-Lei no 167	test
8534	 Lei no 12.087	test
8535	 Lei no 13.999	test
8536	 Lei no 13.756	train
8537	 Lei no 14.020	train
8538	 Lei no 9.503	train
8539	 Lei no 13.844	train
8540	 Lei no 10.696	train
8541	 Lei no 12.512	train
8542	 Decreto no 7.775	train
8543	 Decreto no 6.464	train
8544	Decreto Legislativo no 6	train
8545	 Lei no 8.387	train
8546	Decreto-Lei no 288	train
8547	 Decreto no 9.373	test
8548	 Decreto no 8.950	test
8549	 Lei no 9.615	train
8550	 Lei no 10.671	train
8551	 Lei no 13.979	train
8552	 Lei no 13.979	train
8553	Decreto Legislativo no 6	train
8554	 Decreto no 10.171	train
8555	 Decreto no 8.950	train
8556	 Decreto no 10.255	train
8557	 Decreto no 10.530	train
8558	 Lei no 13.982	train
8559	 Decreto no 3.048	train
8560	 Decreto no 10.413	train
8561	 Decreto no 5.751	train
8562	 Decreto no 93.872	test
8563	 Lei no 7.998	test
8564	 Lei no 8.694	train
8565	 Lei no 8.072	train
8566	 Lei no 8885	train
8567	 Lei no 3.597	train
8568	 Lei no 2.180	train
8569	 Lei no 8.433	train
8570	 Lei no 7.729	train
8571	 Lei no 6.494	train
8572	Decreto-Lei no 5.452	test
8573	 Lei no 8.212	test
8574	 Lei no 8.213	test
8575	Decreto-Lei no 3.689	train
8576	 Lei no 7.102	train
8577	 Lei no 8.112	train
8578	 Lei no 8.396	train
8579	Decreto-Lei no 2.452	train
8580	Lei Complementar no 64	train
8581	 Lei no 8.029	train
8582	 Lei no 7.450	train
8583	 Lei no 7.862	train
8584	 Lei no 8.490	test
8585	 Lei no 8.746	test
8586	 Lei no 8.352	test
8587	 Lei no 8.689	train
8588	 Lei no 8.031	train
8589	 Lei no 8.885	train
8590	 Lei no 8.490	train
8591	 Lei no 8.876	train
8592	 Lei no 8.884	train
8593	 Lei no 8.427	train
8594	 Lei no 8.237	train
8595	 Lei no 8.694	train
8596	 Lei no 4.769	test
8597	 Lei no 8.666	test
8598	 Lei no 8.199	train
8599	 Lei no 4.491	train
8600	 Lei no 3.780	train
8601	 Lei no 8.689	train
8602	 Lei no 8.620	train
8603	 Lei no 8.212	train
8604	 Lei no 8.352	train
8605	 Lei no 8.736	train
8606	 Lei no 8.736	train
8607	Lei Delegada no 4	train
8608	 Lei no 7.716	train
8609	 Lei no 4.491	train
8610	 Lei no 3.780	train
8611	 Lei no 8.694	test
8612	 Lei no 8.212	test
8613	 Lei no 8.031	train
8614	 Decreto no 999	train
8615	 Lei no 7.862	train
8616	 Lei no 4.491	train
8617	 Lei no 3.780	train
8618	 Lei no 8.689	train
8619	 Lei no 8.694	train
8620	 Lei no 8.672	train
8621	 Lei no 7.862	train
8622	 Lei no 8.689	test
8623	 Lei no 8.694	test
8624	 Lei no 8.352	train
8625	 Lei no 8.736	train
8626	 Lei no 8.736	train
8627	 Lei no 8.849	train
8628	 Lei no 8.689	train
8629	 Lei no 8.031	train
8630	 Lei no 8.177	train
8631	 Lei no 8.249	train
8632	 Lei no 8.249	train
8633	 Lei no 8.031	train
8634	 Lei no 7.862	train
8635	 Lei no 7.862	train
8636	Medida Provisória no 534	train
8637	 Lei no 8.031	test
8638	 Lei no 7.862	test
8639	 Lei no 8.694	train
8640	 Lei no 8.036	train
8641	 Lei no 7.498	train
8642	 Lei no 8.212	train
8643	 Lei no 8.689	train
8644	 Lei no 8.031	train
8645	 Lei no 8.177	train
8646	 Lei no 8.249	train
8647	 Lei no 8.249	train
8648	 Lei no 8.694	train
8649	 Lei no 8.928	train
8650	 Lei no 8.885	train
8651	 Lei no 8.490	test
8652	 Lei no 8.876	test
8653	 Lei no 8.884	test
8654	 Lei no 8.237	train
8655	 Lei no 8.694	train
8656	 Lei no 8.928	train
8657	 Lei no 8.885	train
8658	 Lei no 8.490	train
8659	 Lei no 8.876	train
8660	 Lei no 8.884	train
8661	 Lei no 8.427	train
8662	 Lei no 8.237	train
8663	 Lei no 4.024	train
8664	 Lei no 5.540	train
8665	 Lei no 7.862	test
8666	 Lei no 8.031	test
8667	 Lei no 6.150	train
8668	 Lei no 8.918	train
8669	 Lei no 8.212	train
8670	 Lei no 7.347	train
8671	 Lei no 8.078	train
8672	 Lei no 8.694	train
8673	 Lei no 8.352	train
8674	 Lei no 8.490	train
8675	 Lei no 8.746	train
8676	 Lei no 8.689	train
8677	 Lei no 8.694	test
8678	 Lei no 8.928	test
8679	 Lei no 8.885	test
8680	 Lei no 8.884	train
8681	 Lei no 8.490	train
8682	 Lei no 8.876	train
8683	 Lei no 8.427	train
8684	 Lei no 8.237	train
8685	 Lei no 4.024	train
8686	 Lei no 5.540	train
8687	 Lei no 7.862	train
8688	 Lei no 8.031	train
8689	 Lei no 6.150	train
8690	 Lei no 8.212	test
8691	 Lei no 8.694	test
8692	 Lei no 8.490	train
8693	 Lei no 8.746	train
8694	 Lei no 8.689	train
8695	 Lei no 8.694	train
8696	 Lei no 8.928	train
8697	 Lei no 8.031	train
8698	 Lei no 8.177	train
8699	 Lei no 8.249	train
8700	 Lei no 8.249	train
8701	 Lei no 8.490	train
8702	Medida Provisória no 709	train
8703	 Lei no 8.490	train
8704	 Lei no 8.876	train
8705	 Lei no 7.102	train
8706	 Lei no 8.427	test
8707	 Lei no 8.237	test
8708	 Lei no 4.024	train
8709	 Lei no 5.540	train
8710	 Lei no 7.862	train
8711	 Lei no 8.031	train
8712	 Lei no 6.150	train
8713	 Lei no 8.191	train
8714	Decreto-Lei no 1.804	train
8715	 Lei no 8.694	train
8716	 Lei no 6.815	train
8717	Decreto-Lei no 2.236	train
8718	 Lei no 7.347	test
8719	 Lei no 8.078	test
8720	 Lei no 8.352	test
8721	 Lei no 8.490	train
8722	 Lei no 8.746	train
8723	 Lei no 8.031	train
8724	 Lei no 8.177	train
8725	 Lei no 8.249	train
8726	 Lei no 8.249	train
8727	Medida Provisória no 709	train
8728	 Lei no 8.620	train
8729	 Lei no 8.352	train
8730	 Lei no 8.857	train
8731	 Lei no 8.691	train
8732	 Decreto no 1.007	train
8733	Lei Complementar no 79	test
8734	 Lei no 8.313	test
8735	 Decreto no 1.001	train
8736	 Lei no 8.627	train
8737	 Decreto no 704	train
8738	 Lei no 8.878	train
8739	 Lei no 8.031	train
8740	 Decreto no 769	train
8741	 Lei no 8.433	train
8742	 Decreto no 92.493	train
8743	 Decreto no 524	test
8744	 Decreto no 96.036	test
8745	 Decreto no 57.654	train
8746	 Decreto no 63.704	train
8747	 Lei no 8.878	train
8748	 Decreto no 1.153	train
8749	 Decreto no 455	train
8750	 Lei no 8.722	train
8751	 Decreto no 1.085	train
8752	 Lei no 7.798	train
8753	 Lei no 7.347	train
8754	 Decreto no 1.085	test
8755	 Decreto no 1.204	test
8756	 Lei no 5.823	train
8757	 Decreto no 73.267	train
8758	 Lei no 5.821	train
8759	 Lei no 7.116	train
8760	 Decreto no 89.250	train
8761	 Lei no 8.031	train
8762	 Lei no 8.313	train
8763	 Decreto no 455	train
8764	 Decreto no 98.161	train
8765	 Lei no 1.283	train
8766	 Decreto no 30.691	train
8767	 Lei no 8.112	train
8768	 Decreto no 1.206	test
8769	 Lei no 8.880	test
8770	 Decreto no 79.455	train
8771	 Lei no 8.742	train
8772	Medida Provisória no 756	train
8773	 Decreto no 1.303	train
8774	 Lei no 8.242	train
8775	 Decreto no 408	train
8776	 Decreto no 695	train
8777	 Decreto no 1.250	train
8778	Medida Provisória no 596	train
8779	 Lei no 7.501	train
8780	 Lei no 8.745	train
8781	 Lei no 8.745	train
8782	 Decreto no 99.578	train
8783	Medida Provisória no 596	test
8784	 Lei no 4.131	test
8785	 Lei no 4.390	test
8786	 Decreto no 55.762	test
8787	 Decreto no 76.062	train
8788	 Lei no 8.878	train
8789	 Lei no 4.117	train
8790	 Decreto no 99.438	train
8791	 Lei no 8.313	train
8792	 Lei no 7.450	train
8793	Decreto-Lei no 1.876	train
8794	Decreto-Lei no 9.760	train
8795	 Decreto no 4.418	train
8796	Decreto-Lei no 423	train
8797	Medida Provisória no 2.158	train
8798	 Lei no 12.096	test
8799	 Lei no 12.096	test
8800	 Decreto no 4.418	train
8801	 Lei no 5.917	train
8802	 Decreto no 4.418	train
8803	 Lei no 12.096	train
8804	 Lei no 10.260	train
8805	 Lei no 9.433	train
8806	 Lei no 9.984	train
8807	 Lei no 12.096	train
8808	 Lei no 12.096	train
8809	 Lei no 12.096	train
8810	 Lei no 5.917	train
8811	 Lei no 5.917	test
8812	Medida Provisória no 523	test
8813	 Lei no 12.385	test
8814	 Lei no 12.409	train
8815	 Lei no 12.409	train
8816	 Decreto no 4.418	train
8817	 Lei no 9.714	train
8818	 Decreto no 71.848	train
8819	 Decreto no 2.507	train
8820	 Lei no 8.666	train
8821	 Decreto no 2.453	train
8822	 Lei no 9.478	test
8823	 Decreto no 75.924	test
8824	 Decreto no 2.451	train
8825	 Decreto no 2.246	train
8826	 Decreto no 2.389	train
8827	 Decreto no 2.093	train
8828	 Decreto no 2.468	train
8829	 Decreto no 2.618	train
8830	Medida Provisória no 1.663	train
8831	 Lei no 8.112	train
8832	 Lei no 5.821	test
8833	 Decreto no 107	test
8834	 Decreto no 1.282	test
8835	Medida Provisória no 1.675	train
8836	 Decreto no 2.632	train
8837	 Lei no 9.017	train
8838	 Decreto no 1.646	train
8839	 Decreto no 1.745	train
8840	 Decreto no 99.525	train
8841	 Lei no 8.212	train
8842	 Lei no 9.528	train
8843	 Decreto no 820	train
8844	 Lei no 5.821	train
8845	 Decreto no 71.848	train
8846	 Decreto no 1.415	test
8847	 Decreto no 2.353	test
8848	 Lei no 9.504	train
8849	 Decreto no 2.040	train
8850	 Decreto no 2.352	train
8851	 Decreto no 2.567	train
8852	 Decreto no 2.419	train
8853	 Decreto no 2.015	train
8854	 Decreto no 1.858	train
8855	 Decreto no 2.773	train
8856	 Decreto no 2.681	test
8857	 Decreto no 2.702	test
8858	 Lei no 9.092	train
8859	 Lei no 9.650	train
8860	 Decreto no 90.608	train
8861	 Lei no 9.703	train
8862	 Decreto no 2.453	train
8863	 Decreto no 2.338	train
8864	 Lei no 9.082	train
8865	 Lei no 9.293	train
8866	 Lei no 9.082	train
8867	 Lei no 9.293	train
8868	 Lei no 9.082	test
8869	 Lei no 9.293	test
8870	 Lei no 9.082	test
8871	 Lei no 9.293	test
8872	 Lei no 9.082	train
8873	 Lei no 9.293	train
8874	 Lei no 9.082	train
8875	 Lei no 9.293	train
8876	 Lei no 9.082	train
8877	 Lei no 9.293	train
8878	 Lei no 9.082	train
8879	 Lei no 9.293	train
8880	 Lei no 9.082	train
8881	 Lei no 9.293	train
8882	 Lei no 9.082	train
8883	 Lei no 9.293	train
8884	 Lei no 9.082	train
8885	 Lei no 9.293	train
8886	 Lei no 9.082	train
8887	 Lei no 9.293	train
8888	 Lei no 6.015	test
8889	 Lei no 8.171	test
8890	 Lei no 6.450	train
8891	Decreto-Lei no 2.848	train
8892	 Lei no 9.472	train
8893	Emenda Constitucional no 8	train
8894	 Lei no 9.096	train
8895	 Lei no 8.072	train
8896	 Lei no 6.437	train
8897	 Lei no 8.185	train
8898	 Lei no 8.407	train
8899	 Lei no 5.869	train
8900	 Lei no 9.442	train
8901	 Lei no 9.478	test
8902	 Lei no 9.649	test
8903	 Lei no 8.745	train
8904	 Lei no 8.745	train
8905	 Lei no 8.745	train
8906	 Lei no 8.212	train
8907	 Lei no 8.212	train
8908	 Lei no 8.212	train
8909	 Lei no 8.212	train
8910	 Lei no 8.212	train
8911	 Lei no 9.478	test
8912	 Lei no 8.745	test
8913	 Lei no 8.745	train
8914	 Lei no 8.989	train
8915	 Lei no 8.989	train
8916	 Lei no 8.989	train
8917	 Lei no 8.989	train
8918	 Lei no 8.989	train
8919	 Lei no 8.989	train
8920	 Lei no 8.989	train
8921	 Lei no 8.989	test
8922	 Lei no 8.989	test
8923	 Lei no 9.473	train
8924	 Lei no 9.473	train
8925	 Lei no 8.911	train
8926	 Lei no 8.629	train
8927	 Lei no 8.437	train
8928	 Lei no 8.437	train
8929	 Lei no 8.629	train
8930	 Lei no 8.437	train
8931	 Lei no 8.629	train
8932	 Lei no 8.437	train
8933	 Lei no 9.530	train
8934	 Lei no 9.530	test
8935	 Lei no 9.530	test
8936	 Lei no 9.530	train
8937	 Lei no 9.530	train
8938	 Lei no 9.530	train
8939	Decreto-Lei no 2.406	train
8940	Decreto-Lei no 2.406	train
8941	Decreto-Lei no 2.406	train
8942	Decreto-Lei no 2.406	train
8943	 Lei no 8.212	train
8944	 Lei no 8.212	test
8945	 Lei no 8.212	test
8946	 Lei no 8.212	train
8947	 Lei no 8.212	train
8948	 Lei no 8.212	train
8949	 Lei no 9.491	train
8950	 Lei no 8.177	train
8951	 Lei no 8.249	train
8952	 Lei no 8.249	train
8953	 Lei no 9.491	train
8954	 Lei no 8.177	train
8955	 Lei no 8.249	train
8956	 Lei no 8.249	train
8957	 Lei no 9.491	train
8958	 Lei no 8.177	train
8959	 Lei no 8.249	train
8960	 Lei no 8.249	train
8961	 Lei no 9.491	train
8962	 Lei no 8.177	train
8963	 Lei no 8.249	train
8964	 Lei no 8.249	train
8965	 Lei no 9.491	train
8966	 Lei no 8.177	train
8967	 Lei no 8.249	train
8968	 Lei no 8.249	train
8969	 Lei no 9.491	test
8970	 Lei no 8.177	test
8971	 Lei no 8.249	test
8972	 Lei no 8.249	test
8973	 Lei no 8.313	test
8974	 Lei no 8.313	train
8975	 Lei no 8.313	train
8976	 Lei no 8.313	train
8977	 Lei no 8.313	train
8978	 Lei no 8.313	train
8979	 Lei no 8.313	train
8980	 Lei no 8.313	train
8981	 Lei no 8.313	train
8982	 Lei no 8.313	test
8983	 Lei no 8.313	test
8984	 Lei no 9.491	train
8985	 Lei no 9.491	train
8986	 Lei no 9.491	train
8987	 Lei no 9.491	train
8988	 Lei no 9.138	train
8989	 Lei no 8.427	train
8990	 Lei no 9.138	train
8991	 Lei no 8.427	train
8992	 Lei no 9.138	train
8993	 Lei no 8.427	train
8994	 Lei no 9.138	train
8995	 Lei no 8.427	train
8996	 Lei no 9.138	test
8997	 Lei no 8.427	test
8998	 Lei no 9.138	test
8999	 Lei no 8.427	test
9000	 Lei no 8.911	train
9001	 Lei no 8.911	train
9002	 Lei no 8.029	train
9003	 Lei no 9.648	train
9004	 Lei no 5.821	train
9005	 Decreto no 71.848	train
9006	 Lei no 9.491	train
9007	 Lei no 8.031	train
9008	 Lei no 9.473	train
9009	Decreto-Lei no 2.406	train
9010	 Lei no 9.649	test
9011	 Lei no 6.368	test
9012	 Lei no 9.473	train
9013	 Lei no 7.501	train
9014	 Lei no 6.321	train
9015	 Lei no 6.321	train
9016	 Lei no 9.605	train
9017	 Lei no 9.649	train
9018	 Lei no 9.605	train
9019	 Lei no 9.605	train
9020	 Lei no 9.605	test
9021	 Lei no 9.526	test
9022	 Lei no 9.526	train
9023	 Lei no 6.368	train
9024	 Lei no 9.434	train
9025	 Lei no 9.434	train
9026	 Lei no 9.434	train
9027	 Lei no 6.435	train
9028	 Lei no 5.627	train
9029	Decreto-Lei no 73	train
9030	 Lei no 6.435	train
9031	 Lei no 5.627	train
9032	Decreto-Lei no 73	train
9033	 Lei no 6.435	train
9034	 Lei no 5.627	train
9035	Decreto-Lei no 73	train
9036	 Lei no 4771	test
9037	 Lei no 8.629	test
9038	 Lei no 8.437	test
9039	 Lei no 8.629	train
9040	 Lei no 8.437	train
9041	 Lei no 9.473	train
9042	 Lei no 9.473	train
9043	 Lei no 9.473	train
9044	 Lei no 9.473	train
9045	 Lei no 9.473	train
9046	 Lei no 9.473	train
9047	 Lei no 8.723	train
9048	 Lei no 8.723	test
9049	 Lei no 8.723	test
9050	 Lei no 8.723	train
9051	 Lei no 8.723	train
9052	 Lei no 8.723	train
9053	 Lei no 9.656	train
9054	 Lei no 4.878	train
9055	 Lei no 4.878	train
9056	 Lei no 4.878	train
9057	 Lei no 4.878	train
9058	 Lei no 4.878	test
9059	 Lei no 4.878	test
9060	 Lei no 9.656	train
9061	 Lei no 9.530	train
9062	 Lei no 9.530	train
9063	 Lei no 9.530	train
9064	 Lei no 9.530	train
9065	 Lei no 9.530	train
9066	Decreto-Lei no 2.406	train
9067	Lei no 2 	train
9068	Decreto-Lei no 2	train
9069	Decreto-Lei no 2.406	test
9070	Decreto-Lei no 2.406	test
9071	Decreto-Lei no 2.406	train
9072	 Lei no 8.742	train
9073	 Lei no 9.442	train
9074	 Lei no 9.491	train
9075	 Lei no 4.771	train
9076	 Lei no 9.478	train
9077	 Lei no 9.656	train
9078	 Lei no 9.656	train
9079	 Lei no 9.656	test
9080	 Lei no 9.656	test
9081	 Lei no 9.424	train
9082	 Lei no 9.424	train
9083	 Lei no 9.424	train
9084	 Lei no 9.424	train
9085	 Lei no 9.649	train
9086	 Lei no 9.478	train
9087	 Lei no 9.478	train
9088	 Lei no 9.138	train
9089	 Lei no 8.427	train
9090	 Lei no 9.138	test
9091	 Lei no 8.427	test
9092	 Lei no 9.138	test
9093	 Lei no 8.427	test
9094	 Lei no 9.138	train
9095	 Lei no 8.427	train
9096	 Lei no 9.138	train
9097	 Lei no 8.427	train
9098	 Lei no 8.742	train
9099	 Lei no 8.742	train
9100	 Lei no 8.742	train
9101	 Lei no 8.742	train
9102	 Lei no 8.742	train
9103	 Lei no 8.742	train
9104	 Lei no 8.742	test
9105	 Lei no 8.742	test
9106	 Lei no 8.742	train
9107	 Lei no 8.742	train
9108	 Lei no 8.742	train
9109	 Lei no 8.742	train
9110	 Lei no 4.771	train
9111	 Lei no 4.771	train
9112	 Lei no 4.771	train
9113	 Lei no 4.771	train
9114	 Lei no 4.771	test
9115	 Lei no 4.771	test
9116	 Lei no 4.771	train
9117	 Lei no 4.771	train
9118	 Lei no 4.771	train
9119	 Lei no 4.771	train
9120	 Lei no 4.771	train
9121	 Lei no 9.526	train
9122	 Lei no 9.317	train
9123	Decreto-Lei no 2.848	train
9124	 Decreto no 6.521	test
9125	 Lei no 8.213	test
9126	 Lei no 11.907	test
9127	 Lei no 4.131	train
9128	 Decreto no 2.233	train
9129	 Decreto no 8.894	train
9130	 Decreto no 8.156	train
9131	 Decreto no 6.382	train
9132	 Decreto no 8.005	train
9133	 Decreto no 8.425	train
9134	 Decreto no 8.424	train
9135	 Decreto no 8.644	train
9136	 Lei no 13.414	train
9137	 Decreto no 8.642	test
9138	 Lei no 10.683	test
9139	 Decreto no 8.872	train
9140	 Decreto no 99.684	train
9141	 Decreto no 8.489	train
9142	 Lei no 11.161	train
9143	Decreto-Lei no 5.452	train
9144	Decreto-Lei no 236	train
9145	 Decreto no 8.894	train
9146	Lei Complementar no 63	train
9147	 Decreto no 4.663	train
9148	 Lei no 11.652	train
9149	 Lei no 5.070	train
9150	 Decreto no 7.392	test
9151	 Decreto no 8.722	test
9152	Decreto-Lei no 5.452	train
9153	Decreto-Lei no 5.452	train
9154	 Decreto no 8.872	train
9155	 Decreto no 8.894	train
9156	 Decreto no 9.003	train
9157	 Decreto no 8.901	train
9158	 Decreto no 7.778	train
9159	 Decreto no 9.000	train
9160	 Lei no 7.889	train
9161	 Lei no 9.394	test
9162	 Lei no 13.254	test
9163	 Lei no 1.283	test
9164	 Lei no 7.889	test
9165	 Decreto no 8.947	train
9166	 Decreto no 7.392	train
9167	 Decreto no 6.306	train
9168	 Decreto no 8.961	train
9169	 Lei no 8.080	train
9170	 Lei no 13.254	train
9171	 Decreto no 6.353	train
9172	 Decreto no 5.497	train
9173	 Lei no 6.019	test
9174	 Decreto no 8.950	test
9175	 Lei no 8.069	train
9176	 Decreto no 4.732	train
9177	 Decreto no 4.993	train
9178	 Decreto no 9.004	train
9179	 Decreto no 715	train
9180	 Decreto no 7.929	train
9181	 Decreto no 6.018	train
9182	 Lei no 11.597	train
9183	Decreto-Lei no 3.689	train
9184	 Lei no 8.069	train
9185	 Lei no 12.711	train
9186	 Decreto no 7.824	train
9187	 Lei no 8.069	train
9188	 Lei no 6.015	test
9189	 Decreto no 8.943	test
9190	 Decreto no 8.961	train
9191	 Lei no 12.351	train
9192	 Lei no 9.478	train
9193	 Decreto no 2.705	train
9194	 Lei no 8.069	train
9195	 Lei no 8.069	train
9196	 Lei no 12.111	train
9197	 Decreto no 7.246	train
